Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TCP,TCP,1,10.1.27.29,80,53480,60,6.841180578324677,1
TCP,TCP,1,10.1.27.29,80,53478,60,6.971824151099499,1
TCP,TCP,1,10.1.27.29,80,53477,1456,7.102431784738123,1
TCP,TCP,1,10.1.27.29,80,53477,1456,7.232050808222716,1
TCP,TCP,1,10.1.27.29,80,53477,1456,7.361598954386713,1
TCP,TCP,1,10.1.27.29,80,53477,1456,7.491081778718621,1
MEDIA,TCP,1,10.1.27.29,80,53477,1255,7.613477493575698,1
TCP,TCP,1,10.1.27.29,80,53479,1456,7.7427064417973845,1
TCP,TCP,1,10.1.27.29,80,53479,1456,7.8718671526325865,1
MEDIA,TCP,1,10.1.27.29,80,53479,429,7.997804337733369,1
TCP,TCP,1,31.205.250.224,53477,80,54,8.12784751204369,1
TCP,TCP,1,31.205.250.224,53479,80,54,8.25677095856587,1
TCP,TCP,1,10.1.27.29,80,53480,1456,8.386726228302525,1
MEDIA,TCP,1,10.1.27.29,80,53480,165,8.514376873579147,1
TCP,TCP,1,10.1.27.29,80,53478,1456,8.64309772667262,1
TCP,TCP,1,10.1.27.29,80,53478,1456,8.771750193137569,1
TCP,TCP,1,10.1.27.29,80,53478,1456,8.900331235513615,1
TCP,TCP,1,10.1.27.29,80,53478,1456,9.028849755387713,1
MEDIA,TCP,1,10.1.27.29,80,53478,1090,9.148867947822513,1
TCP,TCP,1,31.205.250.224,53480,80,54,9.278346547955245,1
TCP,TCP,1,31.205.250.224,53478,80,54,9.40779874063363,1
MDNS,UDP,1,224.0.0.251,5353,5353,263,9.535962463118649,1
DNS,UDP,1,8.8.8.8,54815,53,87,8.888824178245873,1
MDNS,UDP,1,224.0.0.251,5353,5353,135,9.006774132174815,1
MDNS,UDP,1,ff02::fb,5353,5353,155,9.125765743069442,1
DNS,UDP,1,10.1.27.29,53,54815,135,9.244728443869606,1
MDNS,UDP,1,224.0.0.251,5353,5353,159,8.59303768861802,1
MDNS,UDP,1,ff02::fb,5353,5353,179,8.037857859920873,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.138772507282573,1
IGMP,None,1,224.0.0.251,0,0,60,7.656570652872794,1
MDNS,UDP,1,224.0.0.251,5353,5353,159,7.7488930327516305,1
MDNS,UDP,1,ff02::fb,5353,5353,179,7.841905848986935,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.935634786525102,1
TCP,TCP,1,93.184.221.200,53465,443,54,8.029345966870926,1
TCP,TCP,1,10.1.27.29,443,53465,60,8.12303939507015,1
TCP,TCP,1,93.184.221.200,53465,443,54,8.216715446205443,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.310373389423477,1
MDNS,UDP,1,224.0.0.251,5353,5353,251,8.404013595619078,1
MDNS,UDP,1,224.0.0.251,5353,5353,112,7.942953418583821,1
MDNS,UDP,1,ff02::fb,5353,5353,132,8.029787841635551,1
IGMP,None,1,224.0.0.251,0,0,60,8.117309345944141,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.204835045952366,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.292302783361803,1
TCP,TCP,1,40.77.226.250,53466,443,54,7.862881972000397,1
TCP,TCP,1,10.1.27.29,443,53466,60,7.944330580662147,1
TCP,TCP,1,40.77.226.250,53466,443,54,8.026417483253073,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.108492354094329,1
MDNS,UDP,1,224.0.0.251,5353,5353,251,8.190552336679602,1
MDNS,UDP,1,224.0.0.251,5353,5353,112,8.272601801296528,1
MDNS,UDP,1,ff02::fb,5353,5353,132,8.354629473772855,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.436670221427315,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.026549521299819,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.103843911916137,1
SSL,TCP,1,104.244.42.193,53423,443,100,8.180486756158027,1
TCP,TCP,1,10.1.27.29,443,53423,60,8.257751923658349,1
SSL,TCP,1,10.1.27.29,443,53423,100,8.33500256054157,1
DATA,UDP,1,10.1.27.255,2003,2003,636,8.412243756657247,1
TCP,TCP,1,104.244.42.193,53423,443,54,8.48947211921397,1
MDNS,UDP,1,224.0.0.251,5353,5353,135,8.097511160211461,1
MDNS,UDP,1,ff02::fb,5353,5353,155,8.17052104123377,1
MDNS,UDP,1,224.0.0.251,5353,5353,112,7.41917934151659,1
MDNS,UDP,1,ff02::fb,5353,5353,132,7.484924691959482,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.5506615453728205,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.615883626124369,1
IGMP,None,1,224.0.0.251,0,0,60,7.681598325562494,1
MDNS,UDP,1,224.0.0.251,5353,5353,112,7.501384504633558,1
MDNS,UDP,1,ff02::fb,5353,5353,132,7.217822400175656,1
DATA,TCP,1,162.254.197.41,51854,27020,117,7.278085113707991,1
TCP,TCP,1,10.1.27.29,27020,51854,60,7.338556567913361,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.399270606337586,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.133943568265222,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.1919968914477135,1
ARP,UDP,1,10.1.27.37,0,0,60,7.25004300452561,1
DATA,UDP,1,10.1.27.255,2003,2003,636,7.3072258005637245,1
DNS,UDP,1,8.8.8.8,57086,53,77,7.365252465755865,1
DNS,UDP,1,10.1.27.29,53,57086,140,7.175908988612045,1
DNS,UDP,1,8.8.8.8,49340,53,96,7.232002340660853,1
TCP,TCP,1,23.111.8.144,53481,443,66,7.2880895316720915,1
TCP,TCP,1,23.111.8.144,53482,443,66,7.3437543372344765,1
TCP,TCP,1,10.1.27.29,443,53481,66,7.39982557030885,1
TCP,TCP,1,23.111.8.144,53481,443,54,7.455468262759465,1
SSL,TCP,1,23.111.8.144,53481,443,280,7.511098453235348,1
TCP,TCP,1,10.1.27.29,443,53482,66,7.567144335890098,1
TCP,TCP,1,23.111.8.144,53482,443,54,7.6227522291962435,1
TCP,TCP,1,10.1.27.29,443,53481,60,7.678782373685906,1
SSL,TCP,1,23.111.8.144,53482,443,280,7.733930552889696,1
SSL,TCP,1,10.1.27.29,443,53481,1456,7.789059692337405,1
TCP,TCP,1,10.1.27.29,443,53481,1456,7.844614462505864,1
SSL,TCP,1,10.1.27.29,443,53481,1456,7.894349754038032,1
SSL,TCP,1,10.1.27.29,443,53481,1456,7.948041199294548,1
SSL,TCP,1,10.1.27.29,443,53481,327,8.003505576675709,1
DNS,UDP,1,10.1.27.29,53,49340,112,8.059413316397496,1
TCP,TCP,1,23.111.8.144,53481,443,54,8.114855600445527,1
DNS,UDP,1,8.8.8.8,60224,53,96,8.17074714268604,1
SSL,TCP,1,23.111.8.144,53481,443,180,8.226167670015851,1
SSL,TCP,1,23.111.8.144,53481,443,465,8.282043231443172,1
TCP,TCP,1,10.1.27.29,443,53482,60,8.337675842389924,1
SSL,TCP,1,10.1.27.29,443,53482,1456,8.393063533821465,1
TCP,TCP,1,10.1.27.29,443,53482,1456,8.448438603082703,1
SSL,TCP,1,10.1.27.29,443,53482,1456,8.499481769605953,1
SSL,TCP,1,10.1.27.29,443,53482,1456,8.553197861705257,1
SSL,TCP,1,10.1.27.29,443,53482,327,8.608497495980231,1
TCP,TCP,1,23.111.8.144,53482,443,54,8.663784652774376,1
SSL,TCP,1,23.111.8.144,53482,443,180,8.719551430123689,1
SSL,TCP,1,23.111.8.144,53482,443,460,8.774816119314602,1
SSL,TCP,1,10.1.27.29,443,53481,312,8.830567438611126,1
SSL,TCP,1,10.1.27.29,443,53481,1456,8.885810488988795,1
TCP,TCP,1,10.1.27.29,443,53481,1456,8.940537520298538,1
TCP,TCP,1,10.1.27.29,443,53481,1456,8.995753198037024,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.050445856621877,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.105633346146865,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.160808396125068,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.215971134236753,1
TCP,TCP,1,23.111.8.144,53481,443,54,9.271642986711608,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.326784287122246,1
TCP,TCP,1,10.1.27.29,443,53481,1456,9.381383782056108,1
TCP,TCP,1,23.111.8.144,53481,443,54,9.43596558094436,1
DNS,UDP,1,10.1.27.29,53,60224,161,9.49052868936765,1
SSL,TCP,1,10.1.27.29,443,53482,312,9.545610569030199,1
SSL,TCP,1,10.1.27.29,443,53482,1456,9.600680301084203,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.65628084386561,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.711328820199126,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.7663641445787,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.821387999600724,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.876398026126546,1
TCP,TCP,1,10.1.27.29,443,53482,1456,9.930837826973333,1
TCP,TCP,1,23.111.8.144,53482,443,54,9.986382392703883,1
TCP,TCP,1,10.1.27.29,443,53482,1456,10.041355816873901,1
TCP,TCP,1,10.1.27.29,443,53482,1456,10.09631714270702,1
TCP,TCP,1,23.111.8.144,53482,443,54,10.151836918260097,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.206776823144402,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.261703827778677,1
SSL,TCP,1,10.1.27.29,443,53481,1456,10.30850538988219,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.363073256218001,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.41791973888743,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.472165644969357,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.52727975935942,1
TCP,TCP,1,23.111.8.144,53481,443,54,10.582385013981364,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.637480707732166,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.692266859372822,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.747342622773672,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.802408827077958,1
TCP,TCP,1,10.1.27.29,443,53481,1456,10.8571599362267,1
TCP,TCP,1,23.111.8.144,53481,443,54,10.911899472271532,1
TCP,TCP,1,10.1.27.29,443,53482,1456,10.967242070823144,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.021343296407,1
SSL,TCP,1,10.1.27.29,443,53482,1456,11.067355690042682,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.122004909868702,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.176641733734424,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.231266163623204,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.285878953192402,1
TCP,TCP,1,23.111.8.144,53482,443,54,11.34047845358445,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.395066778570236,1
TCP,TCP,1,23.111.8.144,53482,443,54,11.450282811221351,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.50485013024314,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.559404313332616,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.613295873431662,1
TCP,TCP,1,10.1.27.29,443,53482,1456,11.667822335525491,1
TCP,TCP,1,23.111.8.144,53482,443,54,11.72299326535074,1
TCP,TCP,1,10.1.27.29,443,53481,1456,11.777499230834533,1
TCP,TCP,1,10.1.27.29,443,53481,1456,11.831991899354614,1
SSL,TCP,1,10.1.27.29,443,53481,1456,11.876504851519154,1
TCP,TCP,1,10.1.27.29,443,53481,1456,11.930928884952474,1
TCP,TCP,1,10.1.27.29,443,53481,1456,11.984671428291577,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.039741087462637,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.093452579159743,1
TCP,TCP,1,23.111.8.144,53481,443,54,12.148504171741452,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.202867888433513,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.257219297438123,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.3115580736717,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.365538203913406,1
TCP,TCP,1,10.1.27.29,443,53481,1456,12.419504568507266,1
TCP,TCP,1,23.111.8.144,53481,443,54,12.474152757889424,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.52879179570648,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.583070067858065,1
SSL,TCP,1,10.1.27.29,443,53482,1456,12.628172091976928,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.682387642461823,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.736591771938516,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.790783644889027,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.844962922673973,1
TCP,TCP,1,10.1.27.29,443,53482,1456,12.899130457997902,1
TCP,TCP,1,23.111.8.144,53482,443,54,12.954007910873205,1
TCP,TCP,1,10.1.27.29,443,53482,638,13.008154059660082,1
TCP,TCP,1,10.1.27.29,443,53482,1456,13.06228865551045,1
TCP,TCP,1,10.1.27.29,443,53482,1456,13.1164111873321,1
TCP,TCP,1,10.1.27.29,443,53482,1456,13.170521135654612,1
TCP,TCP,1,23.111.8.144,53482,443,54,13.225355773025989,1
TCP,TCP,1,10.1.27.29,443,53482,872,13.279444711705484,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.334264290426503,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.388332412148722,1
SSL,TCP,1,10.1.27.29,443,53481,1456,13.42967202209437,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.483665644113952,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.537647964862256,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.59161809782986,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.645576405868642,1
TCP,TCP,1,23.111.8.144,53481,443,54,13.700283251278757,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.754221018227724,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.808146065774203,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.862058572860871,1
TCP,TCP,1,23.111.8.144,53481,443,54,13.91595927304563,1
TCP,TCP,1,10.1.27.29,443,53481,1456,13.970624806294833,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.02372509167678,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.077590034859092,1
TCP,TCP,1,23.111.8.144,53481,443,54,14.132228361536788,1
SSL,TCP,1,10.1.27.29,443,53481,1456,14.173864820548133,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.227651799429434,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.281426837143826,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.335138295041519,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.389688037406044,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.442628324724218,1
TCP,TCP,1,23.111.8.144,53481,443,54,14.49635449364668,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.55087790339197,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.604584272237968,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.658278534556391,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.71196030425332,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.766450027822598,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.820111063407419,1
SSL,TCP,1,10.1.27.29,443,53481,1456,14.8622256309411,1
TCP,TCP,1,23.111.8.144,53481,443,54,14.916649098678223,1
TCP,TCP,1,10.1.27.29,443,53481,1456,14.970237612087649,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.023813266301588,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.077377841794643,1
SSL,TCP,1,10.1.27.29,443,53482,1456,15.119209893845253,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.171872352209531,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.225358132865798,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.278832280817518,1
TCP,TCP,1,23.111.8.144,53482,443,54,15.333142614183053,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.38659597155239,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.439183770301916,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.492610424765232,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.546025265211432,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.599428500566763,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.65195527053706,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.7053320473471,1
TCP,TCP,1,23.111.8.144,53482,443,54,15.759567393337916,1
SSL,TCP,1,10.1.27.29,443,53482,1456,15.800266268030287,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.854006797344281,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.907298571872566,1
TCP,TCP,1,10.1.27.29,443,53482,1456,15.960578786954025,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.01384807883215,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.067105827163747,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.12035161495106,1
TCP,TCP,1,23.111.8.144,53482,443,54,16.174477506658604,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.22859742659172,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.28181344284031,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.33501793450298,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.388210047982913,1
TCP,TCP,1,10.1.27.29,443,53481,1456,16.441390858844613,1
TCP,TCP,1,10.1.27.29,443,53481,1456,16.494559726342814,1
TCP,TCP,1,10.1.27.29,443,53481,1456,16.54771751991785,1
TCP,TCP,1,23.111.8.144,53482,443,54,16.600862726526852,1
TCP,TCP,1,23.111.8.144,53481,443,54,16.654914837842053,1
TCP,TCP,1,10.1.27.29,443,53481,1456,16.708960774654525,1
SSL,TCP,1,10.1.27.29,443,53481,701,16.755613673995597,1
TCP,TCP,1,23.111.8.144,53481,443,54,16.809623856126386,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.86269945001321,1
SSL,TCP,1,10.1.27.29,443,53482,1456,16.902733061522703,1
TCP,TCP,1,10.1.27.29,443,53482,1456,16.955745846539372,1
TCP,TCP,1,10.1.27.29,443,53482,1456,17.00874740951119,1
TCP,TCP,1,10.1.27.29,443,53482,1456,17.06173731197086,1
SSL,TCP,1,10.1.27.29,443,53482,331,17.11189169405162,1
TCP,TCP,1,23.111.8.144,53482,443,54,17.16484941035564,1
MDNS,UDP,1,224.0.0.251,5353,5353,135,17.2187420546231,1
MDNS,UDP,1,ff02::fb,5353,5353,155,17.271679962133195,1
DATA,TCP,1,162.254.197.41,51854,27020,137,17.325558070133187,1
TCP,TCP,1,10.1.27.29,27020,51854,60,17.379430481127443,1
DATA,TCP,1,10.1.27.29,27020,51854,148,17.43329697030566,1
TCP,TCP,1,162.254.197.41,51854,27020,54,17.34651806483931,1
ARP,TCP,1,10.1.27.37,0,0,60,17.399924949075643,1
DNS,UDP,1,8.8.8.8,60840,53,85,17.452393541166295,1
DNS,UDP,1,10.1.27.29,53,60840,147,17.505810893892665,1
NBNS,UDP,1,23.111.8.144,137,137,92,17.55921925435594,1
DNS,UDP,1,8.8.8.8,49327,53,71,17.612619736289428,1
DNS,UDP,1,10.1.27.29,53,49327,368,17.6650528601076,1
DNS,UDP,1,8.8.8.8,53035,53,90,17.71844708467001,1
TCP,TCP,1,216.58.204.86,53483,443,66,17.771829077425696,1
TCP,TCP,1,10.1.27.29,443,53483,66,17.82425675003179,1
TCP,TCP,1,216.58.204.86,53483,443,54,17.87762431360817,1
SSL,TCP,1,216.58.204.86,53483,443,242,17.929006683622095,1
DNS,UDP,1,10.1.27.29,53,53035,346,17.981378156120858,1
TCP,TCP,1,10.1.27.29,443,53483,60,18.034719870402622,1
SSL,TCP,1,10.1.27.29,443,53483,1456,18.088054132511196,1
SSL,TCP,1,10.1.27.29,443,53483,1382,18.134473395532524,1
TCP,TCP,1,216.58.204.86,53483,443,54,18.18681418673456,1
SSL,TCP,1,216.58.204.86,53483,443,147,18.24011089392371,1
SSL,TCP,1,216.58.204.86,53483,443,231,18.292375527592213,1
SSL,TCP,1,216.58.204.86,53483,443,328,18.34566102960732,1
SSL,TCP,1,10.1.27.29,443,53483,284,18.397934914636977,1
SSL,TCP,1,10.1.27.29,443,53483,123,18.451200515554874,1
TCP,TCP,1,216.58.204.86,53483,443,54,18.504463902257104,1
SSL,TCP,1,216.58.204.86,53483,443,92,18.556736972427206,1
TCP,TCP,1,10.1.27.29,443,53483,60,18.6099840944472,1
SSL,TCP,1,10.1.27.29,443,53483,92,18.663224941221486,1
SSL,TCP,1,10.1.27.29,443,53483,394,18.716460720069172,1
SSL,TCP,1,10.1.27.29,443,53483,1456,18.76866898592329,1
TCP,TCP,1,216.58.204.86,53483,443,54,18.821890102394526,1
SSL,TCP,1,10.1.27.29,443,53483,1456,18.87407911269427,1
SSL,TCP,1,10.1.27.29,443,53483,1456,18.926225695716646,1
SSL,TCP,1,10.1.27.29,443,53483,1456,18.9783941362189,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.03158696393021,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.083727578531633,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.135864246929547,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.18905269006528,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.241144622916497,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.292695638188196,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.345342390370348,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.396896469865233,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.448964579794396,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.501550793289592,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.55356657869387,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.60560457027562,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.658161734569894,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.709034257271615,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.75999032988303,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.811951129974,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.86284576692264,1
SSL,TCP,1,10.1.27.29,443,53483,1456,19.91372819174848,1
TCP,TCP,1,216.58.204.86,53483,443,54,19.966755525735472,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.017607427831138,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.067384530861872,1
TCP,TCP,1,216.58.204.86,53483,443,54,20.12038342954732,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.171157666024325,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.22197779430024,1
TCP,TCP,1,216.58.204.86,53483,443,54,20.27492049913307,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.325707930349505,1
SSL,TCP,1,10.1.27.29,443,53483,1456,20.376422263874318,1
TCP,TCP,1,216.58.204.86,53483,443,54,20.428255670441658,1
SSL,TCP,1,10.1.27.29,443,53483,404,19.928446946166922,1
SSL,TCP,1,216.58.204.86,53483,443,100,19.97999988667639,1
TCP,TCP,1,10.1.27.29,443,53483,60,20.030439482703876,1
MDNS,UDP,1,224.0.0.251,5353,5353,135,20.081952333442725,1
MDNS,UDP,1,ff02::fb,5353,5353,155,20.13243026851095,1
DATA,TCP,1,162.254.197.41,51854,27020,138,20.18393143181968,1
TCP,TCP,1,10.1.27.29,27020,51854,60,20.235427166275866,1
MDNS,UDP,1,224.0.0.251,5353,5353,112,20.285848849175604,1
MDNS,UDP,1,ff02::fb,5353,5353,132,20.337331072966737,1
